Date,Close
2021-03-22,369.320007
2021-03-23,374.420013
2021-03-24,366.220001
2021-03-25,367.600006
2021-03-26,371.839996
2021-03-29,372.079987
2021-03-30,368.130005
2021-03-31,367.790009
2021-04-01,373.380005
2021-04-05,371.640015
2021-04-06,380.679993
2021-04-07,382.299988
2021-04-08,383.920013
2021-04-09,390.350006
2021-04-12,390.619995
2021-04-13,394.929993
2021-04-14,390.640015
2021-04-15,392.989990
2021-04-16,394.829987
2021-04-19,397.959991
2021-04-20,398.049988
2021-04-21,394.799988
2021-04-22,398.760010
2021-04-23,397.709991
2021-04-26,400.209991
2021-04-27,401.029999
2021-04-28,403.950012
2021-04-29,415.980011
2021-04-30,422.339996
2021-05-03,433.589996
2021-05-04,433.989990
2021-05-05,431.890015
2021-05-06,430.029999
2021-05-07,432.470001
2021-05-10,431.070007
2021-05-11,422.339996
2021-05-12,425.440002
2021-05-13,422.399994
2021-05-14,427.290009
2021-05-17,432.859985
2021-05-18,432.859985
2021-05-19,431.950012
2021-05-20,428.940002
2021-05-21,427.649994
2021-05-24,420.899994
2021-05-25,421.040009
2021-05-26,420.690002
2021-05-27,423.970001
2021-05-28,426.869995
2021-06-01,423.000000
2021-06-02,426.200012
2021-06-03,425.119995
2021-06-04,431.140015
2021-06-07,437.920013
2021-06-08,443.359985
2021-06-09,442.709991
2021-06-10,448.429993
2021-06-11,452.959991
2021-06-14,448.160004
2021-06-15,445.760010
2021-06-16,447.589996
2021-06-17,457.200012
2021-06-18,460.190002
2021-06-21,459.459991
2021-06-22,459.820007
2021-06-23,456.750000
2021-06-24,459.809998
2021-06-25,457.980011
2021-06-28,463.529999
2021-06-29,463.450012
2021-06-30,466.489990
2021-07-01,466.019989
2021-07-02,474.239990
2021-07-06,476.609985
2021-07-07,478.179993
2021-07-08,474.549988
2021-07-09,477.559998
2021-07-12,480.109985
2021-07-13,485.679993
2021-07-14,485.320007
2021-07-15,484.839996
2021-07-16,482.679993
2021-07-19,478.489990
2021-07-20,474.970001
2021-07-21,470.369995
2021-07-22,538.820007
2021-07-23,525.450012
2021-07-26,534.320007
2021-07-27,538.010010
2021-07-28,524.570007
2021-07-29,526.169983
2021-07-30,525.489990
2021-08-02,530.359985
2021-08-03,540.469971
2021-08-04,536.679993
2021-08-05,535.479980
2021-08-06,533.440002
2021-08-09,529.469971
2021-08-10,518.929993
2021-08-11,515.330017
2021-08-12,516.479980
2021-08-13,517.020020
2021-08-16,513.190002
2021-08-17,527.750000
2021-08-18,525.619995
2021-08-19,518.320007
2021-08-20,509.519989
2021-08-23,509.519989
2021-08-24,501.579987
2021-08-25,512.140015
2021-08-26,510.589996
2021-08-27,511.869995
2021-08-30,517.250000
2021-08-31,516.890015
2021-09-01,515.400024
2021-09-02,517.289978
2021-09-03,514.500000
2021-09-07,514.020020
2021-09-08,521.369995
2021-09-09,516.119995
2021-09-10,510.869995
2021-09-13,511.100006
2021-09-14,506.959991
2021-09-15,505.559998
2021-09-16,511.209991
2021-09-17,503.540009
2021-09-20,497.059998
2021-09-21,498.149994
2021-09-22,495.519989
2021-09-23,492.809998
2021-09-24,489.839996
2021-09-27,487.230011
2021-09-28,484.910004
2021-09-29,483.000000
2021-09-30,476.959991
2021-10-01,475.070007
2021-10-04,470.910004
2021-10-05,474.619995
2021-10-06,482.660004
2021-10-07,482.709991
2021-10-08,480.320007
2021-10-11,479.480011
2021-10-12,480.049988
2021-10-13,476.279999
2021-10-14,477.480011
2021-10-15,454.910004
2021-10-18,459.899994
2021-10-19,465.369995
2021-10-20,458.579987
2021-10-21,467.959991
2021-10-22,464.329987
2021-10-25,466.239990
2021-10-26,465.779999
2021-10-27,480.269989
2021-10-28,479.329987
2021-10-29,488.970001
2021-11-01,487.380005
2021-11-02,486.869995
2021-11-03,485.260010
2021-11-04,509.380005
2021-11-05,495.880005
2021-11-08,496.670013
2021-11-09,498.489990
2021-11-10,495.149994
2021-11-11,506.959991
2021-11-12,513.299988
2021-11-15,517.320007
2021-11-16,525.250000
2021-11-17,531.479980
2021-11-18,536.830017
2021-11-19,535.590027
2021-11-22,533.359985
2021-11-23,531.909973
2021-11-24,533.979980
2021-11-26,529.880005
2021-11-29,533.950012
2021-11-30,524.140015
2021-12-01,511.649994
2021-12-02,525.000000
2021-12-03,521.770020
2021-12-06,517.080017
2021-12-07,537.429993
2021-12-08,534.169983
2021-12-09,530.289978
2021-12-10,534.419983
2021-12-13,537.359985
2021-12-14,523.150024
2021-12-15,523.919983
2021-12-16,532.200012
2021-12-17,528.380005
2021-12-20,530.609985
2021-12-21,529.960022
2021-12-22,534.830017
2021-12-23,545.840027
2021-12-27,557.210022
2021-12-28,557.770020
2021-12-29,562.400024
2021-12-30,557.409973
2021-12-31,564.330017
2022-01-03,553.219971
2022-01-04,535.280029
2022-01-05,520.530029
2022-01-06,524.409973
2022-01-07,508.429993
2022-01-10,502.649994
2022-01-11,486.420013
2022-01-12,486.890015
2022-01-13,481.399994
2022-01-14,473.040009
2022-01-18,466.459991
2022-01-19,469.390015
2022-01-20,452.269989
2022-01-21,434.809998
2022-01-24,456.239990
2022-01-25,436.359985
2022-01-26,423.700012
2022-01-27,429.579987
2022-01-28,441.010010
2022-01-31,454.649994
2022-02-01,458.299988
2022-02-02,451.940002
2022-02-03,443.790009
2022-02-04,438.070007
2022-02-07,434.359985
2022-02-08,438.730011
2022-02-09,444.760010
2022-02-10,438.579987
2022-02-11,431.519989
2022-02-14,430.709991
2022-02-15,432.000000
2022-02-16,433.339996
2022-02-17,430.529999
2022-02-18,435.619995
2022-02-22,422.109985
2022-02-23,402.089996
2022-02-24,417.410004
2022-02-25,429.980011
2022-02-28,432.209991
2022-03-01,432.209991
2022-03-02,423.250000
2022-03-03,402.670013
2022-03-04,413.709991
2022-03-07,400.070007
2022-03-08,393.149994
2022-03-09,397.190002
2022-03-10,393.140015
2022-03-11,386.369995
2022-03-14,386.179993
2022-03-15,389.910004
2022-03-16,405.470001
2022-03-17,409.459991
2022-03-18,415.660004
2022-03-21,400.049988
2022-03-22,395.010010